0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75
United States,2014-05-01,Retail,"Petroleum Marketers, Inc.",61.0,Add-on Acquisition,"CrossAmerica Partners LP, 600 Hamilton Street Suite 500, Allentown, Pennsylvania, 18101, United States, (610) 625-8000, www.crossamericapartners.com",CAPL,55.6,63.0,0.8095455850605638,0.7377775801239289,0.8705495587824258,0.8612754485252426,,,,,1.0386617641705196,0.9974633029651514,1.2675314728830598,1.1761750512328948,-0.002819073193629681,0.0035758871428345678,0.005488269906075817,0.0023577125939278037,0.17993355481727574,-0.44722222222222224,-0.044143441824205806,-3.6924478639400693,14.55765964572904,10.664276813261424,11.87742848363624,12.6916472645528,-65.88023657770204,29.870393999737786,53.68894336255607,24.99720343182917,,,,,27.88337233270142,5.410045714686001,9.79623704065185,7.5698979636245936,0.1520816065652,0.15429915896714655,0.30735084268250296,0.27634035511013555,2014,5,20.3711,19927938.0,405954017.79179996,15170000.0,201276000.0,592060017.7918,11.7894,28987665.0,341747177.751,1192000.0,430632000.0,771187177.7509999,17.2524,33310522.0,574686449.7528001,1350000.0,465119000.0,1038455449.7528001,17.1041,33844823.0,578885237.0742999,3897000.0,529147000.0,1104135237.0742998
United States,2014-05-29,Internet Software and Services,"HelloWallet Holdings, Inc.",52.5,Add-on Acquisition,"Morningstar, Inc., 22 West Washington Street, Chicago, Illinois, 60602, United States, (312) 696-6000, www.morningstar.com",MORN,55.6,63.0,1.360887666420433,1.3465834428383705,1.6005425567989149,1.6392326732673268,0.5583553686633124,0.6065906606278307,0.939124192390524,0.7464281277177289,-4.7523901948098635,-10.122881355932204,-8.582329317269076,-9.16117216117216,0.14985179016170858,0.2455628803245436,0.28161783120460804,0.19863990347702096,0.31324518428769604,0.32369643779039753,0.2832369942196532,0.23688569850911095,11.850734259961627,12.462463023255815,12.224458750963766,15.207286971694455,35.77982471488231,25.4971,19.47344472049689,29.255363842220603,4.287089829164983,5.280205310010931,4.50139928212491,4.975847074170704,37.910123746634014,18.617375881057264,20.77683631544069,21.82593629427793,3.6859662518369993,4.286150431034482,3.925901076884548,4.392957453109575,2014,5,62.7106,44675000.0,2801596055.0,185150000.0,39422000.0,2655868055.0,76.4913,44200000.0,3380915460.0,207100000.0,41500000.0,3215315460.0,72.9122,43000000.0,3135224600.0,259100000.0,294900000.0,3171024600.0,93.7953,42700000.0,4005059310.0,308200000.0,225100000.0,3921959310.0
United States,2014-05-05,Medical Products,OrthoPediatrics Corp.,37.0,Growth Capital,"Squadron Capital LLC (PE), www.sqdncap.com",,55.6,63.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014,5,,,,,,,,,,,,,,,,,,,,,,,,
United States,2014-05-20,Software,"NetCitadel, Inc.",24.0,Add-on Acquisition,"Proofpoint, Inc., 892 Ross Drive, Sunnyvale, California, 94089, United States, (408) 517-4710, www.proofpoint.com",PFPT,55.6,63.0,1.682037868880423,2.0235188068507743,1.5687228971905212,1.0659971399422756,6.512439572893242,10.30805027905205,16.845201789729092,3.181521422075805,,,,,-0.33000863977260525,-0.3987196539523808,-0.2935370816200439,-0.1829788720504416,0.004848804064939894,-0.006000812708492804,-0.008945582551577725,0.1055288640003394,-53.07444532041897,-32.79135587024587,-60.03437314082565,-167.7075188026474,-29.09525366210557,-18.821963665057208,-29.11099075606072,-53.38542205674853,33.096346926849996,33.18273885033867,72.0649791866082,19.31318242651979,297.2880547160808,101.63707618951,54.11137026141606,42.18542781650551,9.55512839520058,7.54972105939404,8.621596661482414,8.737555701751832,2014,5,50.0,37381000.0,1869050000.0,180337000.0,196279000.0,1884992000.0,50.36,39787000.0,2003673320.0,346205000.0,405731000.0,2063199320.0,77.34,41859000.0,3237375060.0,345426000.0,417866000.0,3309815060.0,101.73,44258000.0,4502366340.0,286072000.0,243384000.0,4459678340.0
United States,2014-05-29,Machinery,Hard Rock Solutions LLC,12.5,Add-on Acquisition,"Superior Drilling Products, Inc., 1586 South 1700 East, Vernal, Utah, 84078, United States, (435) 789-0594, www.sdpi.com",SDPI,55.6,63.0,0.8279100205113877,0.9545796219153442,1.4311618853214307,0.8283086851865257,0.913887087401868,1.3960180184981357,1.361647300376635,1.0049434451528172,-1.8678707521072424,,,,-0.007342355190262762,-1.174832438401772,-1.2764949784448985,-0.017870677988022183,-3.2237999429029762,0.031637425811526336,0.00021903768203811058,0.0,10.077155989695203,-138.51633907606933,-12.229650084236452,9.830546578571367,-78.34931884125608,-2.700095132820345,-2.2243044944658408,-135.83795784072763,1.619293887081415,2.4131150473105825,1.4536594205648024,2.6469859723171547,76.41795455044875,-59.12456828386018,-8.888455951554457,26.5999640544046,2.429819175076777,3.071800392747828,2.8386916010665644,2.4275164031221768,2014,5,3.52,13831259.0,48686031.68,5792388.0,11787131.0,54680774.68,2.25,17347306.0,39031438.5,1297002.0,16479889.0,54214325.5,1.06,19155981.0,20305339.86,2241902.0,13288701.0,31352138.86,1.56,24268409.0,37858718.04,2375179.0,6706375.0,42189914.04
United States,2014-05-07,Information Technology,Ionia Corporation,12.0,Add-on Acquisition,"LogMeIn, Inc., 320 Summer Street, Boston, Massachusetts, 02210, United States, (781) 638-9050, www.logmeininc.com",LOGM,55.6,63.0,1.6706220289561462,1.341109938853532,1.102635128275782,0.8957747491173061,0.8283576079703643,1.1928531213458382,1.260361214791246,0.21947656271483665,,,9.332288718156086,-22.46994030699261,0.04232370379714898,0.06449926362297496,0.009545687182355952,-0.01210059548225576,0.1531828826910794,0.16896906039502227,0.17768079800498754,9.30950989396343,52.3424885250556,38.02920850581943,101.95389799356717,29.777556322122685,151.74277938403515,87.38092721527683,1051.3206974981047,65.59369743677341,6.94366104093325,6.121386925619914,14.14154887923474,2.0634058066067986,18.816170872757315,18.389203457846655,36.13953427763517,26.12737556832736,5.438527500946133,4.683694913107512,8.25244890914934,6.595447450256923,2014,5,47.55,25386200.0,1207113810.0,100960000.0,0.0,1106153810.0,52.24,24350910.0,1272091538.4,123143000.0,60000000.0,1208948538.4,106.0,26164000.0,2773384000.0,140756000.0,30000000.0,2662628000.0,126.85,51463000.0,6528081550.0,252402000.0,0.0,6275679550.0
United States,2014-05-02,Internet Software and Services,Medicare.com,4.8,Add-on Acquisition,"eHealth, Inc., 2625 Augustine Drive Second Floor, Santa Clara, California, 95054, United States, (650) 584-2700, www.ehealthinsurance.com",EHTH,55.6,63.0,2.4862550024310877,2.4280435871743493,2.72675834407678,2.065223102037753,0.4516453904570075,0.4828254013949045,0.4033195448512261,0.4505339940794531,,,,,-0.03817962232227831,-0.029576714272901383,-0.03077128797603765,-0.1692263061704041,-1.3622448979591837,0.15037459864430966,0.15139926994611508,0.12874138581273356,-131.28057636887607,13.483696976172668,-170.37203426124196,-12.680216489895685,-11.606175871644554,-39.6607012387151,-45.24958623514953,-13.017843538485756,2.5596515963962,2.4718849530888107,2.8467220783237326,5.4104221251819515,-29.73566482213439,17.65457196261682,618.7912605042018,-16.04391289587274,1.0467565687316684,0.9966388274832358,1.181581514762516,1.9193492500942824,2014,5,10.24,18367000.0,188078080.0,51415000.0,0.0,136663080.0,10.49,18008000.0,188903920.0,62710000.0,0.0,126193920.0,12.09,18272000.0,220908480.0,61781000.0,0.0,159127480.0,17.87,18512000.0,330809440.0,40293000.0,0.0,290516440.0
United States,2014-05-14,Internet Software and Services,Notivus Multi-Family LLC,3.6,Add-on Acquisition,"RealPage, Inc., 2201 Lakeside Boulevard, Richardson, Texas, 75082, United States, (972) 820-3000, www.realpage.com",RP,55.6,63.0,1.0056225185426189,1.0306296349612485,1.1873171354784116,0.9269225339208848,0.7382140032848713,0.9090126572972445,1.0482686744827334,2.0212562889165633,,,,,-0.04105044852194161,-0.02788354819431401,0.04837994254815816,0.022715112457765932,0.3813452158728247,0.2943968156766687,0.3942370661427636,0.9752640902827898,53.469438049839184,27.024344281642065,26.910725802736444,46.10582424618136,-134.96281000584,-160.48283901063138,139.62963963963963,10534.880636604776,4.217433876756496,4.531541574259003,6.042248085184907,7.913623910336238,42.468848698315476,23.62091732132593,38.127650676506775,45.35141307450756,3.4275231305818057,3.1574549859130876,4.092094563197026,5.9193278914038485,2014,5,18.01,76991000.0,1386607910.0000002,26936000.0,20000000.0,1379671910.0000002,19.29,76689000.0,1479330810.0,30911000.0,40000000.0,1488419810.0,30.25,76854000.0,2324833500.0,104886000.0,116657000.0,2336604500.0,50.0,79433000.0,3971650000.0,69343000.0,634460000.0,4536767000.0
Ireland,2014-06-15,Medical Products,Covidien plc,42900.0,Add-on Acquisition,"Medtronic plc, 20 On Hatch, Lower Hatch Street, Dublin, Ireland, 353 1 438 1700, www.medtronic.com",MDT,55.7,60.5,3.8154344306529953,3.3624768341872886,3.2937892533147233,1.7437605159842962,0.9514992542303142,1.0042269396956602,0.9139119912413808,0.9888663161249204,6.8875,6.3994778067885125,4.774016468435499,6.1319073083778965,0.21787709497206706,0.17205468634322094,0.15038324142475634,0.15489734096263885,0.17273954116059378,0.23264486517498564,0.18404059040590406,0.12559756627553234,13.977843984708793,19.400678673506782,15.603725323109346,15.209349019380292,17.372747862969007,28.777534280373825,29.9756986178632,27.334895854021845,2.7386448696188856,1.4461751681382675,2.0370324743099713,2.192976428059273,11.6694,17.774163980604943,25.420427063758392,19.5707359580519,3.1312832813878275,3.7994128720201368,3.6782166860888568,3.7059899192191175,2014,6,52.5123,1014000000.0,53247472200.0,1403000000.0,10315000000.0,62159472200.0,69.4138,1109000000.0,76979904200.0,4843000000.0,33752000000.0,105888904200.0,74.3769,1425900000.0,106054021710.00002,2876000000.0,30109000000.0,133287021710.00002,79.1325,1391400000.0,110104960499.99998,4967000000.0,25921000000.0,131058960499.99998
United States,2014-06-16,Communications,"TW Telecom, Inc.",5700.0,Add-on Acquisition,"Level 3 Communications, Inc., 1025 Eldorado Boulevard, Broomfield, Colorado, 80021, United States, (720) 888-1000, www.level3.com",PIH.TO,55.7,60.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014,6,,,,,,,,,,,,,,,,,,,,,,,,
United States,2014-06-02,Real Estate,"American Realty Capital Healthcare Trust, Inc.",2600.0,Divestiture,"Ventas, Inc., 353 North Clark Street, Suite 3300, Chicago, Illinois, 60654, United States, (877) 483-6827, www.ventasreit.com",,55.7,60.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014,6,,,,,,,,,,,,,,,,,,,,,,,,
France,2014-06-20,Distribution,DIA France,676.14,Add-on Acquisition,"Carrefour SA, 93, Avenue de Paris, Massy, 91300, France, +33 1 41 04 26 00, www.carrefour.com",CA.PA,55.7,60.5,0.7612458248384159,0.7756866962405341,0.763020522016338,0.8154632920169889,3.869111086932868,3.573445447939375,3.5331862651064645,3.5445869370712795,-1.1534040671971706,-1.4175050301810863,-1.2576103500761036,-1.276032315978456,0.026336823071581125,0.02177359016954741,0.018127808667834564,0.003149120098795925,0.3527363184079602,0.34769947582993593,0.34593837535014005,2.4235294117647057,6.601141371986356,6.252517435957233,5.767921914482941,7.0493184242070415,15.767774034139311,19.359955926459183,22.652161874879354,-27.584735516101688,2.142742875491241,1.9695584768950485,1.6208049835660847,1.4561581229794216,99.46439277090909,43.11990183620455,30.393008558741002,31.567876204849142,0.2580477963369541,0.2405969895878616,0.21451891180668747,0.18088909612905216,2014,6,27.84,707397621.0,19693949768.64,3113000000.0,8576000000.0,25156949768.64,26.23,723322791.0,18972756807.93,2724000000.0,8605000000.0,24853756807.93,22.86,739217531.0,16898512758.66,3305000000.0,8215000000.0,21808512758.66,19.35,756976463.0,14647494559.050001,3593000000.0,9170000000.0,20224494559.050003
United States,2014-06-24,Life Science,"DAVA Pharmaceuticals, Inc.",575.0,Add-on Acquisition,"Endo International plc, Minerva House First Floor Simmonscourt Road Ballsbridge, Dublin, Ireland, 353 1 268 2000, www.endo.com",ENDP,55.7,60.5,1.6146850134050292,0.9937325720890928,0.9828119988841424,1.0225889489393758,3.55801119861948,2.2423322268822377,4.2839676945679015,22.996823956442828,,,,,0.04195224647716643,-0.4398862183889831,-0.9784508489943579,-0.4275193738112082,-4.02342928660826,0.7910796848658844,0.1784173527265017,0.1687743256255546,-19.342844164462896,-9.46260552742825,-2.91435497500086,-4.924633475853415,-16.212508695875197,-7.3129296702032445,-0.7856159125634213,-0.7621111085454544,4.9244577697844445,1.831950744215428,0.9733191503222732,3.199195883517571,43.8473326909305,-1750.9828635490069,7.338087638173004,3.524913026188718,4.91219980148554,3.3447782892253173,0.6556929302087589,0.44718639390831216,2014,6,79.61,146896000.0,11694390560.0,405696000.0,4100627000.0,15389321560.0,55.47,197100000.0,10933137000.0,272348000.0,8251657000.0,18912446000.0,11.81,222651000.0,2629508310.0,517250000.0,8141378000.0,10253636310.0,6.95,223198000.0,1551226100.0,986605000.0,8242032000.0,8806653100.0
United States,2014-06-10,Software,"Skybox Imaging, Inc.",500.0,Add-on Acquisition,"Alphabet Inc., 1600 Amphitheatre Parkway, Mountain View, California, 94043, United States, (650) 253-0000, www.google.com",GOOG,55.7,60.5,4.687764467489124,4.666701191092698,6.290761518262116,5.140305173055452,0.2438571153475833,0.2254614355403013,0.20470237923990908,0.2937207400146932,,,,,0.2614960379388191,0.26205176759258025,0.26752481389578164,0.2453024220829011,0.2108465148618112,0.16808304920869166,0.1934575569358178,0.17309601735740815,15.128789386863188,20.237663933435414,18.134091587875602,33.28854977254131,25.906183892190157,31.490845577440663,28.780459899373657,64.66226461867004,3.5259947573656847,4.278301879814843,4.031947106648638,5.368805654813745,30.49207456286428,30.97174488629528,21.707938271375465,34.247441945940515,5.5485494992500115,6.8651714718158665,6.2099631992201365,7.385806635709711,2014,6,524.96,0.0,0.0,18347000000.0,4991000000.0,-13356000000.0,758.88,0.0,0.0,16549000000.0,4995000000.0,-11554000000.0,771.82,0.0,0.0,12918000000.0,3935000000.0,-8983000000.0,1046.4,0.0,0.0,10715000000.0,3943000000.0,-6772000000.0
United States,2014-06-18,Environmental,The Environmental Quality Co.,465.0,Add-on Acquisition,"US Ecology, Inc., 251 East Front Street, Suite 400, Boise, Idaho, 83702, United States, (208) 331-8400, www.americanecology.com",ECOL,55.7,60.5,1.7630813520623418,1.797553910524622,1.8431159536057768,2.2323712593042684,2.6208238341350456,2.013984812696429,1.7726194897580207,1.4749550261203357,-5.5316230041853975,-3.0114908662345314,-3.6944014383459023,-3.8824589604949096,0.13645171888934335,0.08321345481023673,0.11577360702584448,0.08525083227191385,0.3736936936936937,0.4533987834809519,0.3806260284624148,0.4050500349080754,14.637311301332092,15.986649743473176,17.923638788420643,15.505492354173105,21.889979064232666,27.330238217953223,30.75791016582973,22.38281023802289,3.3301314151915555,2.732757065609931,3.762248732251521,3.4094595648565003,19.494241050425057,21.753262609938773,27.523576534211145,25.422254041368518,1.8707301329202903,1.2431042872111815,2.205562348089142,2.1921336464024823,2014,6,38.6509,21655000.0,836985239.5,22971000.0,380405000.0,1194419239.5,32.207,21733000.0,699954731.0,5989000.0,290684000.0,984649731.0,48.351,21789000.0,1053519939.0,7015000.0,276636000.0,1323140939.0,50.4487,21902000.0,1104927427.4,27042000.0,277000000.0,1354885427.4
United States,2014-06-15,Automotive,DCH Auto Group,362.5,Add-on Acquisition,"Lithia Motors, Inc., 150 North Bartlett Street, Medford, Oregon, 97501, United States, (541) 776-6401, www.lithiainvestorrelations.com",LAD,55.7,60.5,1.119853043116595,1.1811072288846036,1.1900109989937533,1.209389386526877,3.2800475412271584,2.8943132036649746,3.2207414336785334,3.3232904179952696,-0.44204470836783055,-1.2575443810366904,-1.1862847448779852,-1.888220818428597,0.03896103896103896,0.03340482985540138,0.03267087700764114,0.034409225787710516,0.35692857142857143,0.30340230830135817,0.3049664401124424,0.29346325946713764,15.966169438088185,14.24675695776899,16.85979814537188,17.990532709969486,14.961845710791366,10.413928158077363,12.532594881709954,12.474022461737972,3.089728946367553,2.3011606867721848,2.7115866933252533,2.8238474305264503,-37.801667765740866,-516.0407362577848,-250.57306028814938,70.35379654077924,0.3858435164749536,0.2423292690773388,0.2845820929720447,0.3032607280417112,2014,6,79.6178,26121000.0,2079696553.8,29900000.0,1787800000.0,3837596553.8,72.4891,26290000.0,1905738438.9999998,45008000.0,1918635000.0,3779365439.0,97.1958,25409000.0,2469648082.2000003,50282000.0,2371413000.0,4790779082.200001,122.0364,25065000.0,3058842366.0,57253000.0,2947502000.0,5949091366.0
United States,2014-06-16,Media,Hoak Media Corp.,335.0,Add-on Acquisition,"Gray Television, Inc., 4370 Peachtree Road, NE, Atlanta, Georgia, 30319, United States, (404) 504-9828, www.gray.tv",GTN-A,55.7,60.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014,6,,,,,,,,,,,,,,,,,,,,,,,,
Canada,2014-06-12,Oil/Gas Exploration,Polar Star - Saskatchewan Viking oil assets,334.0,Divestiture,"Crescent Point Energy Corp., 2800, 111 - 5th Avenue SW, Calgary, Alberta, T2P 3Y6, Canada, (403) 693-0020, www.crescentpointenergy.com",CPG.TO,55.7,60.5,0.8704635147346984,1.0133955268508552,0.4789317507418398,0.5898089171974522,0.6206342771779123,0.7398518518518519,0.6852531487196597,0.7467504829257113,-1.8408542628429547,-2.289039653760674,-1.6693680867374876,-1.0372359686179844,0.2349584063844509,-0.6108784841179208,-0.6013915590954866,-0.008336571408386027,0.3740033016210418,0.3974935955133975,0.2900745927842898,-4.254237288135593,6.166216269571463,8.884529833969237,9.791727236643807,5.515276493673122,24.846798943591395,-8.535237262479889,-8.414612457596228,-43.437147503225816,1.2444173833214789,0.7335667620553086,0.8182822836767036,0.5878276845103625,44.074143315358896,21.118463081632076,22.3662269569678,-39.60445801764706,3.654546366751005,3.1414640552425666,3.5925611275290668,1.902648023738034,2014,6,30.2,418688308.0,12644386901.6,3953000.0,2849570000.0,15490003901.6,15.53,478259077.0,7427363465.809999,24700000.0,4380000000.0,11782663465.81,15.2,516336121.0,7848309039.2,13400000.0,3730100000.0,11565009039.2,9.88,545162580.0,5386206290.400001,62400000.0,4047200000.0,9371006290.400002
United States,2014-06-02,Staffing,Seaton Corp.,310.0,Add-on Acquisition,"TrueBlue, Inc., 1015 A Street, Tacoma, Washington, 98402, United States, (253) 383-9101, www.trueblue.com",TBI,55.7,60.5,2.2211538461538463,2.381676141348212,,1.7034782089314513,1.2727466439377797,1.3515785896600463,,1.1524946732447414,,,,,0.037626494940202385,0.035778356481481484,,-0.007394642701334962,0.19766503667481666,0.26128339917260257,,0.25019665683382497,8.87826850032744,8.072014461214463,,33.74843367742705,12.741,13.140798349404184,,-67.58822372303455,1.7836857021095247,1.7481136278341145,,1.96273651459788,27.35567647058824,17.441828309549535,,4.4294578706727625,0.38504310027598904,0.3473121661324786,,0.37474478666783007,2014,6,20.55,40734000.0,837083700.0,19700000.0,199400000.0,1016783700.0,22.71,41226000.0,936242460.0,29781000.0,243397000.0,1149858460.0,,,,,,,24.75,41648000.0,1030788000.0,34970000.0,135362000.0,1131180000.0
United States,2014-06-02,Staffing,"Staff Management Solutions, LLC",310.0,Add-on Acquisition,"TrueBlue, Inc., 1015 A Street, Tacoma, Washington, 98402, United States, (253) 383-9101, www.trueblue.com",TBI,55.7,60.5,2.2211538461538463,2.381676141348212,,1.7034782089314513,1.2727466439377797,1.3515785896600463,,1.1524946732447414,,,,,0.037626494940202385,0.035778356481481484,,-0.007394642701334962,0.19766503667481666,0.26128339917260257,,0.25019665683382497,8.87826850032744,8.072014461214463,,33.74843367742705,12.741,13.140798349404184,,-67.58822372303455,1.7836857021095247,1.7481136278341145,,1.96273651459788,27.35567647058824,17.441828309549535,,4.4294578706727625,0.38504310027598904,0.3473121661324786,,0.37474478666783007,2014,6,20.55,40734000.0,837083700.0,19700000.0,199400000.0,1016783700.0,22.71,41226000.0,936242460.0,29781000.0,243397000.0,1149858460.0,,,,,,,24.75,41648000.0,1030788000.0,34970000.0,135362000.0,1131180000.0
Russia,2014-06-23,Life Science,Veropharm,305.0,Add-on Acquisition,"Abbott Laboratories, Inc., 100 Abbott Park Road, Abbott Park, Illinois, 60064, United States, (224) 667-6100, www.abbott.com",ABT,55.7,60.5,1.2951179898729341,1.540931852819508,4.020420420420422,2.2606597845601435,0.9142896961813621,0.9446042147942104,1.5643197974486318,1.4678771401754216,13.867924528301884,8.906906906906906,7.662679425837322,7.801120448179271,0.12436410332394925,0.15599117863268808,0.06776003452740613,0.0814530850675429,0.3165210484511517,0.1812755262331134,0.2476999292285917,0.8417749887942627,15.13286503605862,11.551531059709715,16.14827766159507,19.991110284344888,26.463380823908405,11.535831846513315,40.49317223329215,218.81882004352082,2.8078770696741984,2.405496405503201,2.7602707725488846,3.378210737636645,23.264958353274366,27.490832035090733,27.228838197218536,23.53474118619152,2.985250249508905,2.500513808239569,2.718574839428812,3.81075491642057,2014,6,40.0802,1508035434.0,60442361801.80679,4063000000.0,7330000000.0,63709361801.80679,34.6467,1472665052.0,51022984257.1284,5001000000.0,8559000000.0,54580984257.1284,38.4898,1472869205.0,56690441126.609,18620000000.0,21549000000.0,59619441126.609,59.8626,1743602469.0,104376577160.7594,9407000000.0,27416000000.0,122385577160.7594
United States,2014-06-16,Software,"Jasper Design Automation, Inc.",170.0,Add-on Acquisition,"Cadence Design Systems, Inc., 2655 Seely Avenue Building 5, San Jose, California, 95134, United States, (408) 943-1234, www.cadence.com",CDNS,55.7,60.5,,1.3292275953257902,1.7979161189393391,1.5255153347301829,,1.406732584768449,0.7044469393909666,1.4451163665257452,,,,,,0.11449069283182325,0.1572160360403762,0.16214143668246328,,0.12212019756687773,0.05672356836425059,0.35215492340801025,,13.570270923971375,12.931262485751269,26.665974741032013,,31.9195150348022,22.29592983039969,59.405109823077794,,3.803273834072949,4.089681254836987,12.256993334020756,,18.316097171664644,16.880644166626674,29.368936365023647,,3.20820066897248,3.3064458480774532,6.2400631178488055,2014,6,,,,,,,17.9,283349000.0,5071947100.0,932161000.0,348676000.0,4488462100.0,19.54,288018000.0,5627871720.0,616686000.0,343288000.0,5354473720.0,44.56,272097000.0,12124642320.0,688087000.0,729369000.0,12165924320.0
Canada,2014-06-30,Construction,Pacer Construction Holdings Corporation,126.0,Add-on Acquisition,"MasTec, Inc., 800 South Douglas Road, Coral Gables, Florida, 33134, United States, (305) 599-1800, www.mastec.com",MTZ,55.7,60.5,1.5616599106079638,1.504939631158266,1.669646067215086,1.9218863966251205,2.112431043814557,2.1252338835850444,1.89643338856813,1.840386385509076,,,,,0.04302655599122512,-0.016098072156888837,0.04397897989426068,0.05627777177402437,0.3851685733004082,-0.17649750538777198,0.40644941302547616,0.061700903110594736,6.484805674460293,9.975373340278347,9.222787704780377,9.180560408359323,12.773388887451153,-15.70914119580331,23.51222202753251,12.500816357682462,1.2947276859139203,1.3226796939025298,2.8145896468043308,3.0335819007421723,6.927162899928423,4.391296770705611,34.881551554606176,132.12523058658792,0.32107389669506703,0.2953072026195664,0.6010639369015112,0.656948751759125,2014,6,18.52,79953000.0,1480729560.0,24059000.0,1061159000.0,2517829560.0,15.44,80489000.0,1242750160.0,4984000.0,945464000.0,2183230160.0,38.4,80372000.0,3086284800.0,38767000.0,961379000.0,4008896800.0,53.65,80903000.0,4340445950.0,40326000.0,1280706000.0,5580825950.0
United States,2014-06-25,Consumer Products,"Galaxy Brand Holdings, Inc.",100.0,Add-on Acquisition,"Sequential Brands Group, Inc., 601 West 26th Street, 9th Floor, New York, New York, 10001, United States, (646) 564-2577, www.sequentialbrandsgroup.com",SQBG,55.7,60.5,2.1427043841742006,2.107578154593462,1.4913959263053709,1.605856504826394,1.0392181930884858,1.8568577680912888,1.9390282114725932,2.6372224645467406,,,,,0.05473623825800129,0.011998368493802545,0.10151226788745436,-1.8755135432092869,1.2820960698689956,-1.2813975448536354,0.5799974664302001,0.42197713328727293,-1852.764791020529,38.16451541017123,11.891554451876473,1.595428262930945,-11615.491011235958,-92.36633368164404,-347.64228989037764,-0.5821871870254902,48.06037656903766,0.5873550216174074,0.6167719851757409,0.3834258540166175,-2565.7382419855217,-24.44089806451613,7.2785637416163,4.357324091238817,296.5161077515118,3.004506401395844,1.8351314232806957,0.6456470644437013,2014,6,414.0,29964600.0,12405344400.0,22521000.0,162247000.0,12545070400.0,257.6,1029440.0,265183744.00000003,41560000.0,523065000.0,746688744.0,184.4,1547800.0,285414320.0,19133000.0,624408000.0,890689320.0,68.8,1571550.0,108122640.0,18902000.0,602297000.0,691517640.0
United States,2014-06-30,Internet Software and Services,TapCommerce,100.0,Add-on Acquisition,"Twitter, Inc., 1355 Market Street, Suite 900, San Francisco, California, 94103, United States, (415) 222-9670, www.twitter.com",TWTR,55.7,60.5,10.802030456852794,8.659000590863549,7.965802599564058,9.124095199887533,0.5397131825703254,0.4749014834318404,0.4919569983072508,0.46862628085412605,,,,,-0.4122594440484676,-0.2404406248422025,-0.17426893140824765,-0.039052936214519794,0.0009180497925311204,0.023014972670423118,-0.03638330981730084,-0.13252216562912658,-56.817343881068275,-95.92525346677132,204.28688709098617,46.4452316323462,-39.29672897196262,-21.359042360243443,-26.03385820567204,-173.71186474556512,6.261900165471594,2.54775720133048,2.5829174353166766,3.7192420141154994,-189.529632721202,310.9798021572682,21.848292793140317,27.998134494315163,16.183642195295793,5.017386223462962,4.701959820826773,7.682983228822996,2014,6,37.53,605000000.0,22705650000.0,1239000000.0,1495000000.0,22961650000.0,16.8,662424000.0,11128723200.0,911471000.0,1514790000.0,11732042200.0,16.94,702135000.0,11894166900.0,975959000.0,1605804000.0,12524011900.0,25.62,732702000.0,18771825240.0,1638413000.0,1708768000.0,18842180240.0
United States,2014-06-09,Food,FDC Vitamins LLC (dba Nutri-Force Nutrition),85.0,Add-on Acquisition,"Vitamin Shoppe, Inc., 300 Harmon Meadow Boulevard, Secaucus, New Jersey, 07094, United States, (201) 868-5959, www.vitaminshoppe.com",,55.7,60.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2014,6,,,,,,,,,,,,,,,,,,,,,,,,
United States,2014-06-05,Forest Products,"Crane Technical Materials, Inc.",72.0,Divestiture,"Neenah, Inc., 3460 Preston Ridge Road Suite 600, Alpharetta, Georgia, 30005, United States, (678) 566-6500, www.neenah.com",NP,55.7,60.5,3.2146652497343253,2.3242224316682374,2.1879629629629633,2.28892455858748,1.530654658815379,1.4114249037227211,1.263080106414425,1.2615653913478369,-8.75,-4.0,-2.511930585683297,-5.6818181818181825,0.08463498393707766,0.10127295257406782,0.10939989378651087,0.09358097765078068,0.10078534031413612,0.3270300333704116,0.28737864077669895,0.12431842966194112,8.24213026014913,8.090266752148997,9.613535949086165,12.565650714285715,12.147381694323144,17.71822384735812,17.208132978082194,18.142158991282688,2.8906308361621065,2.905652241976893,3.7132536429204848,3.6429491547886976,12.530407243243245,14.348672561014267,26.558006498942923,25.424351954624786,0.9244767058823531,1.0199405639292554,1.3342471666489644,1.4866979967343608,2014,6,50.3211,16584000.0,834525122.4,72600000.0,232900000.0,994825122.4,54.0409,16754000.0,905401238.6,4200000.0,228200000.0,1129401238.6,74.8938,16773000.0,1256193707.4,3100000.0,219700000.0,1472793707.4,86.6894,16805000.0,1456815367.0,4500000.0,254100000.0,1706415367.0
